0.180619;10;16*18*22*24
0.112837;5;16*18*22*24
0.210901;10;16*18*22*24
0.184466;10;16*18*22*24
0.066902;5;16*18*22*24
0.204601;10;16*18*22*24
0.188255;10;16*18*22*24
0.177256;10;16*18*22*24
0.049512;5;16*18*22*24
0.032071;5;16*18*22*24
0.044684;5;16*18*22*24
0.238884;10;16*18*22*24
0.105256;5;16*18*22*24
0.032985;5;16*18*22*24
0.000088;1;16*18*22*24
0.000173;3;16*18*22*24
0.000153;3;16*18*22*24
0.018898;5;16*18*22*24
0.022689;5;16*18*22*24
0.044402;5;16*18*22*24
0.000113;2;16*18*22*24
0.000233;3;16*18*22*24
0.000146;3;16*18*22*24
0.000229;3;16*18*22*24
0.000082;1;16*18*22*24
0.000117;1;16*18*22*24
0.000145;3;16*18*22*24
0.000154;3;16*18*22*24
0.000166;3;16*18*22*24
