0.517387;16;16*18*22*24
0.000413;1;16*18*22*24
0.018959;1;16*18*22*24
0.017040;3;16*18*22*24
0.017911;1;16*18*22*24
0.136696;4;16*18*22*24
0.000094;1;16*18*22*24
0.000095;1;16*18*22*24
0.000210;1;16*18*22*24
0.000094;1;16*18*22*24
0.000178;1;16*18*22*24
0.000096;1;16*18*22*24
0.000120;1;16*18*22*24
0.000089;1;16*18*22*24
0.000092;1;16*18*22*24
0.000106;1;16*18*22*24
0.013957;2;16*18*22*24
0.001489;1;16*18*22*24
0.000098;1;16*18*22*24
0.000874;1;16*18*22*24
0.000205;1;16*18*22*24
0.000095;1;16*18*22*24
0.000090;1;16*18*22*24
0.000092;1;16*18*22*24
0.000101;1;16*18*22*24
0.000095;1;16*18*22*24
0.000094;1;16*18*22*24
0.000101;1;16*18*22*24
0.000093;1;16*18*22*24
0.000089;1;16*18*22*24
0.000095;1;16*18*22*24
0.000096;1;16*18*22*24
0.000562;1;16*18*22*24
0.000108;1;16*18*22*24
0.000096;1;16*18*22*24
0.000098;1;16*18*22*24
0.000156;1;16*18*22*24
0.000095;1;16*18*22*24
0.000098;1;16*18*22*24
0.000123;1;16*18*22*24
0.000321;1;16*18*22*24
0.000096;1;16*18*22*24
0.000119;1;16*18*22*24
0.000091;1;16*18*22*24
0.000212;1;16*18*22*24
0.000098;1;16*18*22*24
0.000097;1;16*18*22*24
0.000095;1;16*18*22*24
0.000566;1;16*18*22*24
0.000096;1;16*18*22*24
0.000096;1;16*18*22*24
0.000098;1;16*18*22*24
0.000168;1;16*18*22*24
0.000099;1;16*18*22*24
0.000094;1;16*18*22*24
0.000106;1;16*18*22*24
0.000090;1;16*18*22*24
0.000112;1;16*18*22*24
0.000091;1;16*18*22*24
0.000095;1;16*18*22*24
0.000096;1;16*18*22*24
0.000104;1;16*18*22*24
0.000091;1;16*18*22*24
0.000100;1;16*18*22*24
0.000094;1;16*18*22*24
0.000366;1;16*18*22*24
0.000090;1;16*18*22*24
0.000090;1;16*18*22*24
0.000096;1;16*18*22*24
0.000092;1;16*18*22*24
0.000097;1;16*18*22*24
0.000107;1;16*18*22*24
0.000096;1;16*18*22*24
0.000092;1;16*18*22*24
0.000093;1;16*18*22*24
0.000092;1;16*18*22*24
0.000093;1;16*18*22*24
0.000101;1;16*18*22*24
0.000101;1;16*18*22*24
0.000273;1;16*18*22*24
0.000391;1;16*18*22*24
0.000094;1;16*18*22*24
0.000094;1;16*18*22*24
0.000152;1;16*18*22*24
0.000109;1;16*18*22*24
0.000099;1;16*18*22*24
0.000098;1;16*18*22*24
0.000092;1;16*18*22*24
0.000089;1;16*18*22*24
0.000094;1;16*18*22*24
0.000094;1;16*18*22*24
0.000098;1;16*18*22*24
0.000108;1;16*18*22*24
0.000092;1;16*18*22*24
0.000093;1;16*18*22*24
0.010145;2;16*18*22*24
0.010380;2;16*18*22*24
0.161909;5;16*18*22*24
0.063828;5;16*18*22*24
0.047228;5;16*18*22*24
0.000081;2;16*18*22*24
0.001102;2;16*18*22*24
0.001145;2;16*18*22*24
0.000130;2;16*18*22*24
0.000080;2;16*18*22*24
0.000082;2;16*18*22*24
0.000080;2;16*18*22*24
0.000085;2;16*18*22*24
0.067626;6;16*18*22*24
0.107845;6;16*18*22*24
0.120912;6;16*18*22*24
0.000108;1;16*18*22*24
0.000099;1;16*18*22*24
0.000426;1;16*18*22*24
0.000098;1;16*18*22*24
0.000302;1;16*18*22*24
0.000097;1;16*18*22*24
0.000098;1;16*18*22*24
0.000098;1;16*18*22*24
0.000267;1;16*18*22*24
0.000903;1;16*18*22*24
0.000098;1;16*18*22*24
0.000372;1;16*18*22*24
0.000829;1;16*18*22*24
0.000094;1;16*18*22*24
0.000098;1;16*18*22*24
0.000260;1;16*18*22*24
0.000297;1;16*18*22*24
0.000100;1;16*18*22*24
0.000146;1;16*18*22*24
0.000095;1;16*18*22*24
0.000097;1;16*18*22*24
0.000157;1;16*18*22*24
0.000108;1;16*18*22*24
0.000186;1;16*18*22*24
0.000844;1;16*18*22*24
0.000911;1;16*18*22*24
0.000866;1;16*18*22*24
0.000092;1;16*18*22*24
0.000103;1;16*18*22*24
0.000099;1;16*18*22*24
0.000112;1;16*18*22*24
3.094428;1;16*18*22*24
0.000188;1;16*18*22*24
5.579261;1;16*18*22*24
0.000096;1;16*18*22*24
1.633380;1;16*18*22*24
0.000205;1;16*18*22*24
39.543866;3;16*18*22*24
2.864105;3;16*18*22*24
6.897671;3;16*18*22*24
7.333510;3;16*18*22*24
8.685797;3;16*18*22*24
2.121828;3;16*18*22*24
12.546266;3;16*18*22*24
1.905281;3;16*18*22*24
2.069445;3;16*18*22*24
3.161882;5;16*18*22*24
3.762239;5;16*18*22*24
3.717974;5;16*18*22*24
3.175720;5;16*18*22*24
9.283463;4;16*18*22*24
2.583874;4;16*18*22*24
2.982261;4;16*18*22*24
0.000294;2;16*18*22*24
0.000108;2;16*18*22*24
0.082676;6;16*18*22*24
0.000244;2;16*18*22*24
0.000164;2;16*18*22*24
0.117562;6;16*18*22*24
0.001389;2;16*18*22*24
0.000115;2;16*18*22*24
0.203326;6;16*18*22*24
0.118586;6;16*18*22*24
0.093350;6;16*18*22*24
0.000124;4;16*18*22*24
0.000103;4;16*18*22*24
0.000109;4;16*18*22*24
0.000103;4;16*18*22*24
0.000111;4;16*18*22*24
0.000108;4;16*18*22*24
0.000168;4;16*18*22*24
0.000151;4;16*18*22*24
0.020248;4;16*18*22*24
